"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",23020800
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2023-03-08 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2023-03-08 00:00:00
2023-03-08 00:05:00,0000:05:00,00000000,50.00E+00,232.6E+00,232.6E+00,0.0E+00,225.5E+00,225.5E+00,-119.0E+00,238.5E+00,238.5E+00,121.0E+00,2.72E+00,2.69E+00,-40.5E+00,3.39E+00,3.37E+00,-144.0E+00,2.76E+00,2.72E+00,91.6E+00,0.47E+03,0.68E+03,0.56E+03,1.72E+03,0.63E+03,0.76E+03,0.66E+03,2.05E+03,0.42E+03,0.33E+03,0.34E+03,1.12E+03,0.742E+00,0.898E+00,0.855E+00,0.836E+00,0.143E+03,0.000E+03,0.093E+03,0.000E+03,0.00000E+00,0.143E+03,0.000E+03,0.093E+03,0.000E+03,1.72E+03,0.00E+03,1.12E+03,0.00E+03,0.838E+00
2023-03-08 00:10:00,0000:10:00,00000000,50.00E+00,232.5E+00,232.5E+00,0.0E+00,225.5E+00,225.5E+00,-119.0E+00,238.5E+00,238.5E+00,120.9E+00,2.14E+00,2.11E+00,-39.7E+00,3.34E+00,3.32E+00,-144.2E+00,2.31E+00,2.26E+00,99.0E+00,0.37E+03,0.67E+03,0.50E+03,1.54E+03,0.50E+03,0.75E+03,0.55E+03,1.80E+03,0.33E+03,0.33E+03,0.23E+03,0.91E+03,0.739E+00,0.897E+00,0.907E+00,0.856E+00,0.272E+03,0.000E+03,0.169E+03,0.000E+03,0.00000E+00,0.128E+03,0.000E+03,0.076E+03,0.000E+03,1.54E+03,0.00E+03,0.91E+03,0.00E+03,0.861E+00
2023-03-08 00:15:00,0000:15:00,00000000,50.00E+00,232.3E+00,232.3E+00,0.0E+00,225.3E+00,225.2E+00,-119.0E+00,238.2E+00,238.2E+00,120.9E+00,2.09E+00,2.06E+00,-39.6E+00,3.31E+00,3.29E+00,-143.9E+00,2.05E+00,2.00E+00,103.9E+00,0.36E+03,0.67E+03,0.45E+03,1.48E+03,0.49E+03,0.74E+03,0.49E+03,1.72E+03,0.33E+03,0.32E+03,0.18E+03,0.85E+03,0.739E+00,0.898E+00,0.932E+00,0.863E+00,0.395E+03,0.000E+03,0.239E+03,0.000E+03,0.00000E+00,0.123E+03,0.000E+03,0.070E+03,0.000E+03,1.48E+03,0.00E+03,0.84E+03,0.00E+03,0.869E+00
2023-03-08 00:20:00,0000:20:00,00000000,50.00E+00,232.3E+00,232.2E+00,0.0E+00,225.2E+00,225.2E+00,-119.0E+00,238.2E+00,238.2E+00,121.0E+00,4.96E+00,4.92E+00,-41.8E+00,3.36E+00,3.33E+00,-143.8E+00,2.05E+00,2.00E+00,104.0E+00,0.85E+03,0.68E+03,0.46E+03,1.98E+03,1.15E+03,0.75E+03,0.49E+03,2.39E+03,0.78E+03,0.33E+03,0.18E+03,1.33E+03,0.738E+00,0.899E+00,0.932E+00,0.828E+00,0.560E+03,0.000E+03,0.350E+03,0.000E+03,0.00000E+00,0.165E+03,0.000E+03,0.111E+03,0.000E+03,1.98E+03,0.00E+03,1.33E+03,0.00E+03,0.830E+00
2023-03-08 00:25:00,0000:25:00,00000000,50.00E+00,232.5E+00,232.5E+00,0.0E+00,225.4E+00,225.4E+00,-119.0E+00,238.3E+00,238.3E+00,121.0E+00,2.04E+00,2.03E+00,-40.7E+00,2.53E+00,2.51E+00,-143.4E+00,2.05E+00,2.00E+00,103.9E+00,0.35E+03,0.51E+03,0.46E+03,1.32E+03,0.47E+03,0.57E+03,0.49E+03,1.53E+03,0.32E+03,0.24E+03,0.18E+03,0.76E+03,0.741E+00,0.901E+00,0.932E+00,0.861E+00,0.670E+03,0.000E+03,0.413E+03,0.000E+03,0.00000E+00,0.110E+03,0.000E+03,0.063E+03,0.000E+03,1.32E+03,0.00E+03,0.76E+03,0.00E+03,0.867E+00
2023-03-08 00:30:00,0000:30:00,00000000,49.99E+00,232.5E+00,232.5E+00,0.0E+00,225.5E+00,225.5E+00,-119.0E+00,238.4E+00,238.4E+00,121.0E+00,1.34E+00,1.31E+00,-38.9E+00,1.80E+00,1.78E+00,-144.2E+00,2.05E+00,2.00E+00,103.8E+00,0.23E+03,0.36E+03,0.45E+03,1.04E+03,0.31E+03,0.40E+03,0.49E+03,1.20E+03,0.21E+03,0.18E+03,0.18E+03,0.58E+03,0.735E+00,0.894E+00,0.931E+00,0.868E+00,0.757E+03,0.000E+03,0.462E+03,0.000E+03,0.00000E+00,0.087E+03,0.000E+03,0.048E+03,0.000E+03,1.04E+03,0.00E+03,0.58E+03,0.00E+03,0.875E+00
2023-03-08 00:35:00,0000:35:00,00000000,49.99E+00,232.8E+00,232.8E+00,0.0E+00,225.6E+00,225.5E+00,-119.0E+00,238.7E+00,238.7E+00,121.0E+00,1.61E+00,1.59E+00,-39.7E+00,2.24E+00,2.23E+00,-144.4E+00,1.16E+00,1.13E+00,103.8E+00,0.28E+03,0.45E+03,0.26E+03,0.99E+03,0.37E+03,0.50E+03,0.28E+03,1.16E+03,0.25E+03,0.22E+03,0.10E+03,0.58E+03,0.739E+00,0.897E+00,0.932E+00,0.854E+00,0.840E+03,0.000E+03,0.510E+03,0.000E+03,0.00000E+00,0.082E+03,0.000E+03,0.049E+03,0.000E+03,0.99E+03,0.00E+03,0.58E+03,0.00E+03,0.861E+00
2023-03-08 00:40:00,0000:40:00,00000000,49.99E+00,232.6E+00,232.6E+00,0.0E+00,225.3E+00,225.3E+00,-119.0E+00,238.6E+00,238.6E+00,120.9E+00,1.60E+00,1.57E+00,-39.5E+00,3.37E+00,3.34E+00,-144.0E+00,0.00E+00,0.00E+00,-2.4E+00,0.27E+03,0.68E+03,0.00E+03,0.95E+03,0.37E+03,0.76E+03,0.00E+03,1.13E+03,0.25E+03,0.33E+03,0.00E+03,0.59E+03,0.737E+00,0.897E+00,0.000E+99,0.844E+00,0.919E+03,0.000E+03,0.559E+03,-0.000E+03,0.00000E+00,0.079E+03,0.000E+03,0.049E+03,-0.000E+03,0.95E+03,0.00E+03,0.59E+03,-0.00E+03,0.852E+00
2023-03-08 00:45:00,0000:45:00,00000000,50.01E+00,232.5E+00,232.4E+00,0.0E+00,225.2E+00,225.2E+00,-119.1E+00,238.3E+00,238.3E+00,120.9E+00,1.91E+00,1.88E+00,-39.7E+00,3.35E+00,3.33E+00,-143.9E+00,0.02E+00,0.02E+00,111.7E+00,0.33E+03,0.68E+03,0.01E+03,1.01E+03,0.44E+03,0.75E+03,0.01E+03,1.20E+03,0.30E+03,0.33E+03,0.00E+03,0.63E+03,0.742E+00,0.900E+00,0.938E+00,0.842E+00,1.003E+03,0.000E+03,0.612E+03,-0.000E+03,0.00000E+00,0.084E+03,0.000E+03,0.053E+03,-0.000E+03,1.01E+03,0.00E+03,0.63E+03,-0.00E+03,0.848E+00
