"HIOKI PW3365(Ver2.10)",S/N.170104446
"FOLDER",22070500
"WIRING",3P4W
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",5min
"U RANGE",400V
"U SENSOR",PW9020
"I RANGE",500A
"I SENSOR",9661(500A)
"VT(PT)",1
"CT",1
"ENERGY COST",0000.00,

2022-07-21 00:00:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem
2022-07-21 00:00:00
2022-07-21 00:05:00,0000:05:00,00000000,49.99E+00,230.4E+00,230.3E+00,0.0E+00,220.1E+00,220.1E+00,-118.5E+00,237.3E+00,237.3E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,2.24E+00,2.22E+00,-121.7E+00,2.59E+00,2.46E+00,148.5E+00,0.00E+03,0.49E+03,0.52E+03,1.00E+03,0.00E+03,0.49E+03,0.62E+03,1.11E+03,0.00E+03,0.07E+03,-0.33E+03,-0.41E+03,0.000E+99,0.989E+00,-0.839E+00,-0.906E+00,0.084E+03,0.000E+03,0.002E+03,-0.036E+03,0.00000E+00,0.084E+03,0.000E+03,0.002E+03,-0.036E+03,1.00E+03,0.00E+03,0.02E+03,-0.43E+03,1.000E+00
2022-07-21 00:10:00,0000:10:00,00000000,50.00E+00,230.3E+00,230.3E+00,0.0E+00,220.1E+00,220.1E+00,-118.5E+00,237.1E+00,237.1E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,2.25E+00,2.23E+00,-121.5E+00,3.45E+00,3.28E+00,136.1E+00,0.00E+03,0.49E+03,0.75E+03,1.24E+03,0.00E+03,0.49E+03,0.82E+03,1.31E+03,0.00E+03,0.07E+03,-0.33E+03,-0.43E+03,0.000E+99,0.990E+00,-0.915E+00,-0.943E+00,0.187E+03,0.000E+03,0.002E+03,-0.072E+03,0.00000E+00,0.103E+03,0.000E+03,0.000E+03,-0.036E+03,1.24E+03,0.00E+03,0.00E+03,-0.43E+03,1.000E+00
2022-07-21 00:15:00,0000:15:00,00000000,50.00E+00,230.4E+00,230.4E+00,0.0E+00,220.3E+00,220.3E+00,-118.5E+00,237.2E+00,237.2E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,2.25E+00,2.23E+00,-121.4E+00,3.66E+00,3.49E+00,132.7E+00,0.00E+03,0.49E+03,0.80E+03,1.29E+03,0.00E+03,0.50E+03,0.87E+03,1.36E+03,0.00E+03,0.07E+03,-0.28E+03,-0.37E+03,0.000E+99,0.990E+00,-0.920E+00,-0.946E+00,0.294E+03,0.000E+03,0.005E+03,-0.106E+03,0.00000E+00,0.107E+03,0.000E+03,0.003E+03,-0.034E+03,1.29E+03,0.00E+03,0.04E+03,-0.40E+03,1.000E+00
2022-07-21 00:20:00,0000:20:00,00000000,50.01E+00,230.4E+00,230.4E+00,0.0E+00,220.5E+00,220.5E+00,-118.5E+00,237.1E+00,237.0E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,2.25E+00,2.23E+00,-121.5E+00,5.02E+00,4.87E+00,110.7E+00,0.00E+03,0.49E+03,1.12E+03,1.61E+03,0.00E+03,0.50E+03,1.19E+03,1.68E+03,0.00E+03,0.07E+03,0.27E+03,0.32E+03,0.000E+99,0.990E+00,0.941E+00,0.955E+00,0.429E+03,0.000E+03,0.039E+03,-0.113E+03,0.00000E+00,0.134E+03,0.000E+03,0.034E+03,-0.007E+03,1.61E+03,0.00E+03,0.41E+03,-0.09E+03,0.969E+00
2022-07-21 00:25:00,0000:25:00,00000000,49.99E+00,230.4E+00,230.4E+00,0.0E+00,220.4E+00,220.4E+00,-118.5E+00,237.5E+00,237.4E+00,121.0E+00,2.48E+00,2.47E+00,-42.8E+00,2.25E+00,2.23E+00,-121.6E+00,3.25E+00,3.10E+00,134.5E+00,0.41E+03,0.49E+03,0.72E+03,1.62E+03,0.57E+03,0.50E+03,0.77E+03,1.84E+03,0.39E+03,0.07E+03,-0.29E+03,0.29E+03,0.726E+00,0.990E+00,-0.929E+00,0.882E+00,0.564E+03,0.000E+03,0.086E+03,-0.135E+03,0.00000E+00,0.135E+03,0.000E+03,0.046E+03,-0.022E+03,1.62E+03,0.00E+03,0.55E+03,-0.27E+03,0.946E+00
2022-07-21 00:30:00,0000:30:00,00000000,50.00E+00,230.0E+00,229.9E+00,0.0E+00,220.2E+00,220.1E+00,-118.6E+00,237.4E+00,237.4E+00,121.0E+00,5.81E+00,5.77E+00,-44.8E+00,2.88E+00,2.86E+00,-126.6E+00,1.87E+00,1.79E+00,135.4E+00,0.94E+03,0.62E+03,0.41E+03,1.97E+03,1.34E+03,0.63E+03,0.44E+03,2.41E+03,0.95E+03,0.13E+03,-0.17E+03,1.39E+03,0.705E+00,0.971E+00,-0.925E+00,0.815E+00,0.728E+03,0.000E+03,0.202E+03,-0.135E+03,0.00000E+00,0.164E+03,0.000E+03,0.116E+03,0.000E+03,1.97E+03,0.00E+03,1.39E+03,0.00E+03,0.816E+00
2022-07-21 00:35:00,0000:35:00,00000000,49.99E+00,230.5E+00,230.5E+00,0.0E+00,219.8E+00,219.7E+00,-118.5E+00,237.3E+00,237.2E+00,121.0E+00,1.03E+00,1.02E+00,-46.2E+00,9.81E+00,9.76E+00,-140.9E+00,4.18E+00,4.03E+00,119.8E+00,0.16E+03,1.98E+03,0.91E+03,3.06E+03,0.24E+03,2.16E+03,0.99E+03,3.39E+03,0.17E+03,0.85E+03,-0.03E+03,1.43E+03,0.687E+00,0.920E+00,0.922E+00,0.904E+00,0.983E+03,0.000E+03,0.321E+03,-0.135E+03,0.00000E+00,0.255E+03,0.000E+03,0.119E+03,0.000E+03,3.06E+03,0.00E+03,1.43E+03,0.00E+03,0.906E+00
2022-07-21 00:40:00,0000:40:00,00000000,50.00E+00,230.7E+00,230.7E+00,0.0E+00,220.0E+00,220.0E+00,-118.4E+00,237.5E+00,237.4E+00,121.0E+00,0.00E+00,0.00E+00,-2.4E+00,9.46E+00,9.41E+00,-142.2E+00,4.37E+00,4.22E+00,113.9E+00,0.00E+03,1.89E+03,0.96E+03,2.86E+03,0.00E+03,2.08E+03,1.04E+03,3.12E+03,0.00E+03,0.86E+03,0.07E+03,1.25E+03,0.000E+99,0.910E+00,0.929E+00,0.916E+00,1.221E+03,0.000E+03,0.425E+03,-0.135E+03,0.00000E+00,0.238E+03,0.000E+03,0.104E+03,0.000E+03,2.86E+03,0.00E+03,1.25E+03,0.00E+03,0.916E+00
2022-07-21 00:45:00,0000:45:00,00000000,50.00E+00,230.5E+00,230.5E+00,0.0E+00,220.2E+00,220.2E+00,-118.4E+00,237.6E+00,237.6E+00,121.0E+00,1.04E+00,1.03E+00,-42.0E+00,7.19E+00,7.11E+00,-155.4E+00,3.94E+00,3.76E+00,131.9E+00,0.17E+03,1.22E+03,0.88E+03,2.27E+03,0.24E+03,1.58E+03,0.94E+03,2.76E+03,0.16E+03,0.95E+03,-0.33E+03,1.51E+03,0.732E+00,0.772E+00,-0.937E+00,0.824E+00,1.410E+03,0.000E+03,0.551E+03,-0.135E+03,0.00000E+00,0.189E+03,0.000E+03,0.126E+03,0.000E+03,2.27E+03,0.00E+03,1.51E+03,0.00E+03,0.833E+00
